filename,parent,extent,collectionCallNumber,boxFolder,accessionNumber,masterFilename,dateDigitized,dateCreated,series,title,description,description,contributor,contributor,contributor,subjectTopic,subjectName,subjectPlace,physicalFormat,resourceType,description,donorProvenance,relatedResource,rightsStatement,accessRights,rightsStatus,publisher,publisherHomepage,
ms0064_rec_0005.wav,row: 348,,,,ms0064_rec_0005,ms0064_rec_0005.wav,,,,"Part 10: Octet for Double String Quartet, Op.20 (1825)",,Performers: Romuald Tecco\; Roy Malan\; Sarah Johnson\; Susan Brown\; Kenneth Harrison\; Mary Wayne Bush\; Janos Starker\; Loren Brown,"http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n83005062; http://id.loc.gov/authorities/names/no95048123; Brown, Susan; Harrison, Kenneth; http://id.loc.gov/authorities/names/n2013008307; http://id.loc.gov/authorities/names/n81100631; http://id.loc.gov/authorities/names/n80035300",http://id.loc.gov/authorities/names/n79139515,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0064_rec_0007.wav,row: 348,,,,ms0064_rec_0007,ms0064_rec_0007.wav,,,,"Part 11: Psyche, for Flute, Harp, Violin, Viola, Cello and Voice (1924)",,Performers: Janis Hardy\; Lawrence Duckles\; Randall Pratt\; Sarah Johnson\; Kenneth Harrison\; Judiyaba,"http://id.loc.gov/authorities/names/nr91027020; Duckles, Lawrence; http://id.loc.gov/authorities/names/n2002128020; http://id.loc.gov/authorities/names/no95048123; Harrison, Kenneth; http://id.loc.gov/authorities/names/no97039299",http://id.loc.gov/authorities/names/n79079443,,,,http://www.geonames.org/5334096/capitola.html,,,,,,,,,,,
ms0064_rec_0006.wav,row: 348,,,,ms0064_rec_0006,ms0064_rec_0006.wav,,,,"Part 12: Sonata for Flute, Viola and Harp (1915)",,Performers: Janet Millard\; Kenneth Harrison\; Randall Pratt,"http://id.loc.gov/authorities/names/n80035301; Harrison, Kenneth; http://id.loc.gov/authorities/names/n2002128020",http://id.loc.gov/authorities/names/n79132137,,,,http://www.geonames.org/5334096/capitola.html,,,,,,,,,,,
ms0064_rec_0008_1.wav,row: 348,,,,ms0064_rec_0008,ms0064_rec_0008_1.wav,,,,Part 13: Prelude a l’apres-midi d’un faune (1894),,Performer: Janos Starker,http://id.loc.gov/authorities/names/n81100631,http://id.loc.gov/authorities/names/n79132137,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0064_rec_0008_2.wav,row: 348,,,,ms0064_rec_0008,ms0064_rec_0008_2.wav,,,,Part 14: Concerto for Cello and Orchestra (1956),,,,http://id.loc.gov/authorities/names/n81055560,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0064_rec_0009.wav,row: 348,,,,ms0064_rec_0009,ms0064_rec_0009.wav,,,,"Part 15: Triple Concerto for Piano, Violin, Cello and Orchestra, Op.56, “Archduke” (1804)",,Performers: Dennis Russell Davies\; Romuald Tecco\; Janos Starker,http://id.loc.gov/authorities/names/n81010514; http://id.loc.gov/authorities/names/n90627613; http://id.loc.gov/authorities/names/n81100631,http://id.loc.gov/authorities/names/n79107741,,,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
,row: 3,2 recordings,MS 414,352,,,2019,1977-08-24,1977,1977 Cabrillo Music Festival,,Performer: John Cage,http://id.loc.gov/authorities/names/n50032828,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_9112.wav,row: 364,,,,ms0414_rec_9112,ms0414_rec_9112.wav,,,,"Part 1: John Cage Introduces a Reading of ""Mureau,"" Beginning of question and answer period",,,,,,,,,,,,,,,,,,,
ms0414_rec_9113.wav,row: 364,,,,ms0414_rec_9113,ms0414_rec_9113.wav,,,,Part 2: Conclusion of question and answer period,,,,,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,3,,,2019,1977-08-25,1977,1977 Cabrillo Music Festival: Concert 7,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0010.wav,row: 367,,,,ms0064_rec_0010,ms0064_rec_0010.wav,,,,Part 1: Socrate,,Performers: Janis Hardy\; Dennis Russel Davies,http://id.loc.gov/authorities/names/nr91027020; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n79139256,,,,,,,,,,,,,,,
ms0064_rec_0011_1.wav,row: 367,,,,ms0064_rec_0011,ms0064_rec_0011_1.wav,,,,"Part 2: Entr-act cinematographique (1924), introduction to cheap imitation words by John Cage",Film by Rene Clair\; West Coast Premiere,Performers: Dennis Russell Davies\; Emily Wong,http://id.loc.gov/authorities/names/n81010514; http://id.loc.gov/authorities/names/n2010074719,http://id.loc.gov/authorities/names/n79139256,,,,,,,,,,,,,,,
ms0064_rec_0011_0012.wav,row: 367,,,,ms0064_rec_0011,ms0064_rec_0011_0012.wav,,,,Part 3: Cheap Imitation (1972),,,,http://id.loc.gov/authorities/names/n50032828,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 64,3,,,2019,1977-08-26,1977,1977 Cabrillo Music Festival: Concert 8,,,,,http://id.loc.gov/authorities/names/n83127157,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0013_0014.wav,row: 371,,,,ms0064_rec_0013,ms0064_rec_0013_0014.wav,,,,Part 1: Music at Night (New version) (1960),World Premiere of Music at Night,,,http://id.loc.gov/authorities/names/n83127157,,,,,,,,,,,,,,,
ms0064_rec_0013_1.wav,row: 371,,,,ms0064_rec_0013,ms0064_rec_0013_1.wav,,,,"Part 2: Symphony No.3 in E-flat Major, Op.55 “Eroica” (1804)",,,,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
,row: 3,7 recordings,MS 64,3,,,2019,1977-08-27,1977,1977 Cabrillo Music Festival: Concert 9,,,,,,,,http://www.geonames.org/5393052/santa-cruz.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0015_1.wav,row: 374,,,,ms0064_rec_0015,ms0064_rec_0015_1.wav,,,,"Part 1: Prelude and Fugue in E minor, S.548 (Wedge)",,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0015_2.wav,row: 374,,,,ms0064_rec_0015,ms0064_rec_0015_2.wav,,,,Part 2: All Glory to God on High,,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0015_3.wav,row: 374,,,,ms0064_rec_0015,ms0064_rec_0015_3.wav,,,,"Part 3: Toccata and Fugue in F Major, S.540",,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0016_1.wav,row: 374,,,,ms0064_rec_0016,ms0064_rec_0016_1.wav,,,,"Part 4: Prelude and Fugue in A minor, s.543 (Great)",,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0016_2.wav,row: 374,,,,ms0064_rec_0016,ms0064_rec_0016_2.wav,,,,Part 5: The Saviour of the Gentiles,,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0016_3.wav,row: 374,,,,ms0064_rec_0016,ms0064_rec_0016_3.wav,,,,Part 6: Trio Sonata No. 6 in G Minor,,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0016_4.wav,row: 374,,,,ms0064_rec_0016,ms0064_rec_0016_4.wav,,,,"Part 7: Fantasy and Fugue in G minor, S.542 (Great)",,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
,row: 3,10 recordings,,,,,2019,1977-08-27,1977,1977 Cabrillo Music Festival: Concert 10,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0064_rec_0017_1.wav,row: 382,,MS 64,3,ms0064_rec_0017,ms0064_rec_0017_1.wav,,,,Part 1: Music of the Spheres (1938),,Performers: Electric Weasel Ensemble\; Charles Amirkhanian\; Cabrillo Percussion Ensemble,http://id.loc.gov/authorities/names/no97031333; http://id.loc.gov/authorities/names/n80035691; Cabrillo Percussion Ensemble,http://id.loc.gov/authorities/names/no96012678,"Harrison, Kenneth",,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0017_2.wav,row: 382,,MS 64,3,ms0064_rec_0017,ms0064_rec_0017_2.wav,,,,"Part 2: Three movements for Percussion (1939, to John Cage)",,,,http://id.loc.gov/authorities/names/no96012678,"Harrison, Kenneth",,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0017_3.wav,row: 382,,MS 64,3,ms0064_rec_0017,ms0064_rec_0017_3.wav,,,,Part 3: Sonatina for Piano (1941) in three movements,,,,http://id.loc.gov/authorities/names/n84164410,"Harrison, Kenneth",,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0018.wav,row: 382,,MS 64,3,ms0064_rec_0018,ms0064_rec_0018.wav,,,,"Part 4: Rhythm Studies 12, 25",,,,http://id.loc.gov/authorities/names/n84164410,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0019.wav,row: 382,,MS 64,3,ms0064_rec_0019,ms0064_rec_0019.wav,,,,Part 5: Quartets for 41 Instruments (1977),World Premiere,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n50032828,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0021_1.wav,row: 382,,MS 64,3,ms0064_rec_0021,ms0064_rec_0021_1.wav,,,,Part 6: Four Iroquois Dances (1945),"West Coast Premiere of ""dances""",Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79110240,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0021_2.wav,row: 382,,MS 64,3,ms0064_rec_0021,ms0064_rec_0021_2.wav,,,,"Part 7: Rhythm Studies 3a, 3e, 20, 41c ",,,,http://id.loc.gov/authorities/names/n84164410,http://id.loc.gov/authorities/names/n81010514,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0020_1.wav,row: 382,,MS 64,3,ms0064_rec_0020,ms0064_rec_0020_1.wav,,,,Part 8: Three Songs of Mad Coyote (1973),West Coast Premiere,Performers: Cabrillo Percussion Ensemble,Cabrillo Percussion Ensemble,http://id.loc.gov/authorities/names/n83130995,"Harrison, Kenneth",,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0020_2.wav,row: 382,,MS 64,3,ms0064_rec_0020,ms0064_rec_0020_2.wav,,,,Part 9: Obstacles of Sleep (1973),World Premiere,,,http://id.loc.gov/authorities/names/n83130995,"Harrison, Kenneth",,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0414_rec_9114.wav,row: 382,,MS 414,352,ms0414_rec_9114,ms0414_rec_9114.wav,,,,Part 10: Conlon Nancarrow commentary,,,,http://id.loc.gov/authorities/names/n84164410,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
,row: 3,6 recordings,MS 64,3,,,2019,1977-08-28,1977,1977 Cabrillo Music Festival: Concert 11,,,,,,,,https://www.geonames.org/5392215/san-juan-bautista.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0022_1.wav,row: 393,,,,ms0064_rec_0022,ms0064_rec_0022_1.wav,,,,Part 1: Magnificat,,Performers: Masterworks Chorale of the College of San Mateo,"Masterworks Chorale (San Mateo, Calif.)",http://id.loc.gov/authorities/names/n79074370,"Marshall, Galen",,,,,,,,,,,,,,
ms0064_rec_0022_2.wav,row: 393,,,,ms0064_rec_0022,ms0064_rec_0022_2.wav,,,,"Part 2: Motet V, “Komm, Jesu, komm”",,,,http://id.loc.gov/authorities/names/n79021425,,,,,,,,,,,,,,,
ms0064_rec_0022_3.wav,row: 393,,,,ms0064_rec_0022,ms0064_rec_0022_3.wav,,,,Part 3: Three Madrigals from Shakespeare,,,,http://id.loc.gov/authorities/names/n81132060,,,,,,,,,,,,,,,
ms0064_rec_0023_1.wav,row: 393,,,,ms0064_rec_0023,ms0064_rec_0023_1.wav,,,,Part 4: Nonsense,,Performers: Masterworks Chorale of the College of San Mateo\; Janis Hardy\; Emily Wong\; Lawrence Duckles\; Randall Pratt\; Sarah Johnson\; Kenneth Harrison\; Judiyaba,"Masterworks Chorale (San Mateo, Calif.); http://id.loc.gov/authorities/names/nr91027020; http://id.loc.gov/authorities/names/n2010074719; Duckles, Lawrence; http://id.loc.gov/authorities/names/n2002128020; http://id.loc.gov/authorities/names/no95048123; Harrison, Kenneth; http://id.loc.gov/authorities/names/no97039299",http://id.loc.gov/authorities/names/n80089689,,,,,,,,,,,,,,,
ms0064_rec_0023_2.wav,row: 393,,,,ms0064_rec_0023,ms0064_rec_0023_2.wav,,,,Part 5: Psyche,,,,http://id.loc.gov/authorities/names/n79079443,,,,,,,,,,,,,,,
ms0064_rec_0024.wav,row: 393,,,,ms0064_rec_0024,ms0064_rec_0024.wav,,,,Part 6: From the Diary of Virginia Woolf (1974),West Coast Premiere,,,http://id.loc.gov/authorities/names/n81022278,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,3,,,2019,1977-08-28,1977,1977 Cabrillo Music Festival: Concert 12,,,,,,,,https://www.geonames.org/5392215/san-juan-bautista.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0025.wav,row: 400,,,,ms0064_rec_0025,ms0064_rec_0025.wav,,,,"Part 1: Gymnopedies, nos. 1 and 3 (1888, 1897)",,,,"http://id.loc.gov/authorities/names/n79139256, http://id.loc.gov/authorities/names/n79132137",,,,,,,,,,,,,,,
ms0064_rec_0026.wav,row: 400,,,,ms0064_rec_0026,ms0064_rec_0026.wav,,,,Part 2: Orchestra Cycle I ,World Premiere,,,http://id.loc.gov/authorities/names/n82145576,,,,,,,,,,,,,,,
ms0064_rec_0027_0028.wav,row: 400,,,,ms0064_rec_0027,ms0064_rec_0027_0028.wav,,,,"Part 3: Mass for four solo voices, chorus, and orchestra in C Major, Op.86 (1807) I-III",,Performers: Luana De Vol\; Janis Hardy\; Daniel Parkerson\; James Courtney,"http://id.loc.gov/authorities/names/nr97029798; http://id.loc.gov/authorities/names/nr91027020; http://id.loc.gov/authorities/names/no2008147031; Courtney, James",http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,4,,,2019,1978-08-24,1978,1978 Cabrillo Music Festival: Concert 1,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0030_a.wav,row: 404,,,,ms0064_rec_0030,ms0064_rec_0030_a.wav,,,,Part 1: Cole Porter Songs,,,,http://id.loc.gov/authorities/names/n80017862,,,,,,,,,,,,,,,
ms0064_rec_0030_b.wav,row: 404,,,,ms0064_rec_0030,ms0064_rec_0030_b.wav,,,,Part 2: Six set pieces for thirteen players (1967),,,,http://id.loc.gov/authorities/names/n81146622,,,,,,,,,,,,,,,
ms0064_rec_0032_a.wav,row: 404,,,,ms0064_rec_0032,ms0064_rec_0032_a.wav,,,,Part 3: Cole Porter Songs,,,,http://id.loc.gov/authorities/names/n80017862,,,,,,,,,,,,,,,
ms0064_rec_0031_b.wav,row: 404,,,,ms0064_rec_0031,ms0064_rec_0031_b.wav,,,,"Part 4: Within the Quota, ballet suite",,,,http://id.loc.gov/authorities/names/n80017862,,,,,,,,,,,,,,,
,row: 3,6 recordings,,,,,2019,1978-08-25,1978,1978 Cabrillo Music Festival: Concert 2,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0064_rec_0035_a.wav,row: 409,,MS 64,4,ms0064_rec_0035,ms0064_rec_0035_a.wav,,,,Part 1: Funky Chicken (1978)\; Walter Blue\; Two Pieces for String Quartet (1923/1928),,Performers: Kronos Quartet,http://id.loc.gov/authorities/names/n80055753,"Keckley, David; http://id.loc.gov/authorities/names/nr91042858; http://id.loc.gov/authorities/names/n79089419",,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0035_b.wav,row: 409,,MS 64,4,ms0064_rec_0035,ms0064_rec_0035_b.wav,,,,Part 2: Traveling Music No. 4,,Performers: Kronos Quartet,http://id.loc.gov/authorities/names/n80055753,http://id.loc.gov/authorities/names/n84016784,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0036_a.wav,row: 409,,MS 64,4,ms0064_rec_0036,ms0064_rec_0036_a.wav,,,,Part 3: Concert 2 Unidentified,,Performers: Kronos Quartet,http://id.loc.gov/authorities/names/n80055753,,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0036_b.wav,row: 409,,MS 64,4,ms0064_rec_0036,ms0064_rec_0036_b.wav,,,,Part 4: String Quartet No. 4 (1956)- ,,Performers: Kronos Quartet,http://id.loc.gov/authorities/names/n80055753,http://id.loc.gov/authorities/names/n80032780,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0414_rec_9115.wav,row: 409,,MS 414,368,ms0414_rec_9115,ms0414_rec_9115.wav,,,,Part 5: Kronos Quartet - Kenneth Benshoof: Travelling Music,,Performers: Kronos Quartet,http://id.loc.gov/authorities/names/n80055753,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
