parent,extent,masterFilename,series,title,titleAlternative,description,description,descriptionAddress,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_bp_6903_24.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_24,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6901_24.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_24,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_23.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_23,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_18.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_18,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6903_25.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_25,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_31.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_31,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_29.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_29,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_30.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_30,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_06.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_06,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6901_04.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_04,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_09.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",Boy talking to three boys eating,Printed/published,,,ms0020_neg_bp_6902_09,,,,,,,,,,,1969,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_26.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_26,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_03.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_03,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_23.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_23,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_35.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_35,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6903_18.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_18,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6901_13.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_13,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_01.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_01,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_14.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_14,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_21.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_21,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_16.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_16,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_24.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,Printed/published,,,ms0020_neg_bp_6902_24,,,,,,,,,,,1969,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6903_16.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_16,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6902_21.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_21,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_25.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_25,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_31.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_31,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6903_19.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_19,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_20.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_20,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_23.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_23,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6902_12.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_12,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_22.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_22,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_14.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_14,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_09.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_09,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6903_05.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_05,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_33.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_33,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_21.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_21,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_22.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_22,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6902_03.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_03,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_08.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_08,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_05.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_05,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_04.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_04,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6903_04.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_04,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6901_11.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_11,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_20.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_20,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_15.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_15,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_12.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_12,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_02.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",Boy eating scrambled eggs,Printed/published,,,ms0020_neg_bp_6902_02,,,,,,,,,,,1969,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_30.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_30,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_27.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_27,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_33.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_33,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_32.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_32,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_25.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_25,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6903_26.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_26,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6903_32.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_32,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6902_10.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_10,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6902_19.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_19,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_26.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_26,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6903_01.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_01,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6902_06.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_06,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6903_11.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6903_11,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6903"
row:prev,,ms0020_neg_bp_6902_05.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_05,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_29.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_29,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_08.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_08,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_15.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_15,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_36.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_36,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_19.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_19,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_17.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_17,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_01.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_01,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6901_10.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_10,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
row:prev,,ms0020_neg_bp_6902_29.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6902_29,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6902"
row:prev,,ms0020_neg_bp_6901_22.tif,,"Black Panther Free Breakfast for Children Program, St. Augustine's Episcopal Church [merged with Trinity Church 1975]. Commissioned by Swedish magazine, Vi: Untitled",,,,,ms0020_neg_bp_6901_22,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6901"
