work_type,filename,parent,extent,masterFilename,collectionCallNumber,title,description,creator,contributor,dateCreatedDisplay,dateCreated,subjectPlace,subjectName,subjectTopic,resourceType,language,physicalFormat,physicalDescription,relatedResource,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,accessionNumber,donorProvenance,staffNote,boxFolder,genre,itemCallNumber,scale
work,ms0288_neg_064_24.tif,row:-1,,ms0288_neg_064_24.tif,,"Allen F. Kelley, professor of mathematics",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_064_34.tif,row:-1,,ms0288_neg_064_34.tif,,McHenry/Hahn Bridge: view towards Central Services (Hahn Student Services),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85050425; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_13.tif,row:-1,,ms0288_neg_066_13.tif,,"Michael Maccoby, lecturer in psychology, teaching a class outdoors",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_16.tif,row:-1,,ms0288_neg_066_16.tif,,"Michael Maccoby, lecturer in psychology, teaching a class outdoors",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_16.tif,row:-1,,ms0288_neg_065_16.tif,,"Martin Kanes, professor of French literature",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_21.tif,row:-1,,ms0288_neg_065_21.tif,,Stevenson College residence halls: residents of House One (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_22.tif,row:-1,,ms0288_neg_065_22.tif,,Stevenson College residence halls: residents of House One (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_26.tif,row:-1,,ms0288_neg_065_26.tif,,Stevenson College residence halls: residents of House Two (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_28.tif,row:-1,,ms0288_neg_065_28.tif,,Stevenson College residence halls: residents of House Three (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_29.tif,row:-1,,ms0288_neg_065_29.tif,,Stevenson College residence halls: residents of House Three (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_065_31.tif,row:-1,,ms0288_neg_065_31.tif,,Stevenson College residence halls: residents of unidentified house,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_04.tif,row:-1,,ms0288_neg_066_04.tif,,"John Kroyer, professor of philosophy",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_08.tif,row:-1,,ms0288_neg_066_08.tif,,"Byron Stookey, director of academic planning, at the Carriage House",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/11903402/carriage-house.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_10.tif,row:-1,,ms0288_neg_066_10.tif,,"Byron Stookey, director of academic planning, at the Carriage House",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/11903402/carriage-house.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_11.tif,row:-1,,ms0288_neg_066_11.tif,,"Byron Stookey, director of academic planning, at the Carriage House",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/11903402/carriage-house.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_069_03.tif,row:-1,,ms0288_neg_069_03.tif,,"Priscilla W. ""Tilly"" Shaw, professor of literature, teaching a class outdoors",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/no2006055783,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_069_07.tif,row:-1,,ms0288_neg_069_07.tif,,"Priscilla W. ""Tilly"" Shaw, professor of literature, teaching a class outdoors",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/no2006055783,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_40.tif,row:-1,,ms0288_neg_066_40.tif,,Drug abuse awareness meeting: students,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_066_43.tif,row:-1,,ms0288_neg_066_43.tif,,Drug abuse awareness meeting: students,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_067_04.tif,row:-1,,ms0288_neg_067_04.tif,,"LeRoi Jones (later known as Imamu Amear Baraka and Amiri Baraka,) African-American writer, at the Stevenson College dining hall","All photographs were taken between September 1966 and May 1967. LeRoi Jones (later known as Imamu Amear Baraka and Amiri Baraka,) African-American writer of poetry, drama, fiction, essays and music criticism.","Rees, Steve (Stephen M.)",,1967-05-25,1967-05-25,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n79108930; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85001798,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_067_07.tif,row:-1,,ms0288_neg_067_07.tif,,"LeRoi Jones (later known as Imamu Amear Baraka and Amiri Baraka,) African-American writer, at the Stevenson College dining hall: unidentified academic, and Herman Blake","All photographs were taken between September 1966 and May 1967. LeRoi Jones (later known as Imamu Amear Baraka and Amiri Baraka,) African-American writer of poetry, drama, fiction, essays and music criticism.","Rees, Steve (Stephen M.)",,1967-05-25,1967-05-25,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716; info:lc/authorities/names/n79108930; info:lc/authorities/names/nr95045344,info:lc/authorities/subjects/sh85001798,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_067_10.tif,row:-1,,ms0288_neg_067_10.tif,,UC Santa Cruz campus grounds: student with a guitar,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85057803; Campus grounds,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_067_16.tif,row:-1,,ms0288_neg_067_16.tif,,Stevenson College residence halls: residents of House Six,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_067_22.tif,row:-1,,ms0288_neg_067_22.tif,,Stevenson College residence halls: residents of House Eight,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_05.tif,row:-1,,ms0288_neg_068_05.tif,,"Todd Newberry, professor of biology, founding faculty",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n81115095,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_06.tif,row:-1,,ms0288_neg_068_06.tif,,Students in a classroom at Stevenson College (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_07.tif,row:-1,,ms0288_neg_068_07.tif,,Michael Nauenberg with students in a classroom at Stevenson College (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n99254585,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_17.tif,row:-1,,ms0288_neg_068_17.tif,,"Drug abuse awareness meeting: students and others, with Paul Lee, center",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n93043592; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_21.tif,row:-1,,ms0288_neg_068_21.tif,,"Drug abuse awareness meeting: students and others, with John Halverson, left",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,"info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716; Halverson, John L., 1928-1997",info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_22.tif,row:-1,,ms0288_neg_068_22.tif,,Drug abuse awareness meeting: Stevenson provost Charles Page (left) with unidentified others,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716; info:lc/authorities/names/n82040018,info:lc/authorities/subjects/sh85028268,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_24.tif,row:-1,,ms0288_neg_068_24.tif,,"Drug abuse awareness meeting: students and others, with Paul Lee, center",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n93043592; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_068_29.tif,row:-1,,ms0288_neg_068_29.tif,,Stevenson College: student,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85001821,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_069_12.tif,row:-1,,ms0288_neg_069_12.tif,,"Max Rafferty, California State Superintendent of Public Instruction, at Regents meeting",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University of California. Board of Regents,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_069_17.tif,row:-1,,ms0288_neg_069_17.tif,,"Max Rafferty, California State Superintendent of Public Instruction, at Regents meeting",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University of California. Board of Regents,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_069_44.tif,row:-1,,ms0288_neg_069_44.tif,,"Michael Maccoby, lecturer in psychology, teaching a class outdoors",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
