parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,boxFolder,physicalDescription,creator,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,accessRights,collection,collectionCallNumber,donorProvenance,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder
row:prev,,ms0020_neg_bv_56-225_17.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_17,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_30.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_30,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_01.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_01,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-102_11.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-102_11,"Box 449, Folder 56-102",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_01.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_01,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_24.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_24,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_05.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_05,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_10,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_09.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_09,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_12,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_13.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_13,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_07.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_07,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_19.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_19,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_10,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_26.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_26,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_32.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_32,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_08.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_08,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-104_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-104_02,"Box 449, Folder 56-104",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_10,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_11.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_11,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_07.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_07,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_20.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_20,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_42.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_42,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_27.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_27,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_06.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_06,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_07.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_07,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_11.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_11,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_07.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_07,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_08.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_08,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_08.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_08,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_06.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_06,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-104_05.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-104_05,"Box 449, Folder 56-104",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_01.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_01,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-104_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-104_03,"Box 449, Folder 56-104",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_03,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-142_05.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-142_05,"Box 449, Folder 56-142",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_05.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_05,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_02,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-248_01.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-248_01,"Box 448, Folder 56-248",35 mm,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_06.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_06,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_10,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_12,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-104_09.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-104_09,"Box 449, Folder 56-104",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_33.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_33,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_41.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_41,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-100_01.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-100_01,"Box 449, Folder 56-100",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-102_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-102_03,"Box 449, Folder 56-102",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-104_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-104_12,"Box 449, Folder 56-104",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_07.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_07,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-142_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-142_02,"Box 449, Folder 56-142",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_04.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_04,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_03,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_06.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_06,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-124_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-124_03,"Box 449, Folder 56-124",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_04.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_04,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_21.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_21,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_22.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_22,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_28.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_28,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_29.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_29,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_16.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_16,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_11.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_11,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_26.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_26,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_12,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-142_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-142_03,"Box 449, Folder 56-142",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-142_07.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-142_07,"Box 449, Folder 56-142",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_02,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_03.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_03,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-109_08.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-109_08,"Box 449, Folder 56-109",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-100_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-100_02,"Box 449, Folder 56-100",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_02,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_10,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_09.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_09,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_36.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_36,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_12,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_04.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_04,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_09.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_09,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_05.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_05,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-102_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-102_10,"Box 449, Folder 56-102",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-098_10.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-098_10,"Box 449, Folder 56-098",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-099_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-099_02,"Box 449, Folder 56-099",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_14.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_14,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_11.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_11,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_19.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_19,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_25.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_25,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-103_09.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-103_09,"Box 449, Folder 56-103",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-100_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-100_12,"Box 449, Folder 56-100",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_05.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_05,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_06.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_06,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_12.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_12,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_31.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_31,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-101_02.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-101_02,"Box 449, Folder 56-101",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_29.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_29,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-224_30.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-224_30,"Box 448, Folder 56-224",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_20.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_20,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-225_18.tif,,Cemetery removal: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-225_18,"Box 448, Folder 56-225",35 mm,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
