parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreatedFake,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
,30 images,,Flea Market,Flea Market,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5370464,,1977,1977,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_7701_13.tif,,Kimono & parasol,,Printed/published,,ms0020_neg_7701_13,,,,,,,,,,,,1977,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_06.tif,,"Man, child and dog at flea market, Marin City",,Printed/published,,ms0020_neg_7701_06,,,,,,,,,,,,1977,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_29.tif,,"Mannequin, Marin City",,Printed/published,,ms0020_neg_7701_29,,,,,,,,,,,,1977,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_30.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_30,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_25.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_25,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_26.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_26,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_01.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_01,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_16.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_16,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_02.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_02,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_22.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_22,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_24.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_24,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_09.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_09,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_05.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_05,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_15.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_15,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_12.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_12,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_21.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_21,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_23.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_23,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_04.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_04,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_07.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_07,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_08.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_08,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_19.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_19,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_10.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_10,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_11.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_11,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_27.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_27,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_28.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_28,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_14.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_14,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_17.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_17,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_18.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_18,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_20.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_20,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
row:prev,,ms0020_neg_7701_03.tif,,Flea Market: Untitled,,Unprinted/unpublished,,ms0020_neg_7701_03,,,,,,,,,,,,,,35 mm,,,,,"Box 465, Folder 7701"
,19 images,,Fred Amigo,Fred Amigo,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,,,1947,1947,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_4747.tif,,Fred Amigo: Untitled,,Unprinted/unpublished,Fred Amigo #1,ms0020_neg_4747,,,,,,,,http://www.geonames.org/5391959,,,,,,4 x 5 in,,,,,"Box 462, Folder 4747"
row:prev,,ms0020_neg_4750.tif,,"Fred Amigo wearing herringbone shirt and suit, San Francisco",,Printed/published,Fred Amigo #2,ms0020_neg_4750,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4750"
row:prev,,ms0020_neg_4751.tif,,"Fred Amigo close-up of face, San Francisco",,Printed/published,Fred Amigo #3,ms0020_neg_4751,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4751"
row:prev,,ms0020_neg_4754.tif,,"Fred Amigo arm on wicker chair, San Francisco",,Printed/published,Fred Amigo #4,ms0020_neg_4754,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4754"
row:prev,,ms0020_neg_4755.tif,,Fred Amigo: Untitled,,Unprinted/unpublished,Fred Amigo #5,ms0020_neg_4755,,,,,,,,http://www.geonames.org/5391959,,,,,,4 x 5 in,,,,,"Box 462, Folder 4755"
row:prev,,ms0020_neg_4756.tif,,"Fred Amigo arms crossed, San Francisco",,Printed/published,Fred Amigo #6,ms0020_neg_4756,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4756"
row:prev,,ms0020_neg_4757.tif,,"Fred Amigo seated in chair, San Francisco",,Printed/published,Fred Amigo #7,ms0020_neg_4757,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4757"
row:prev,,ms0020_neg_4745.tif,,"Fred Amigo foot on pedestal, San Francisco",,Printed/published,Fred Amigo at California School of Fine Arts,ms0020_neg_4745,,,,,,,,http://www.geonames.org/5391960,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4745"
row:prev,,ms0020_neg_4740.tif,,"Fred Amigo on daybed, San Francisco",,Printed/published,Fred Amigo at his home,ms0020_neg_4740,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4740"
row:prev,,ms0020_neg_4741.tif,,"Fred Amigo seated in wicker rocker, San Francisco",,Printed/published,Fred Amigo at home,ms0020_neg_4741,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4741"
row:prev,,ms0020_neg_4739.tif,,Fred Amigo: Untitled,,Unprinted/unpublished,Fred Amigo in armchair,ms0020_neg_4739,,,,,,,,http://www.geonames.org/5391959,,,,,,4 x 5 in,,,,,"Box 462, Folder 4739"
row:prev,,ms0020_neg_4746.tif,,"Fred Amigo leaning against door jamb, San Francisco",,Printed/published,"Fred Amigo, doorway, photo lecture room, California School of Fine Arts",ms0020_neg_4746,,,,,,,,http://www.geonames.org/5391960,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4746"
row:prev,,ms0020_neg_4749.tif,,"Fred Amigo and shadow on wall #2, San Francisco",,Printed/published,"Fred Amigo, graveyard #2",ms0020_neg_4749,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4748"
row:prev,,ms0020_neg_4748.tif,,"Fred Amigo and shadow on wall #1, San Francisco",,Printed/published,"Fred Amigo, graveyard",ms0020_neg_4748,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4749"
row:prev,,ms0020_neg_4752.tif,,"Fred Amigo hands in pants, San Francisco",,Printed/published,,ms0020_neg_4752,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4752"
row:prev,,ms0020_neg_4753.tif,,"Fred Amigo in herringbone shirt, San Francisco",,Printed/published,"Fred Amigo, in wicker chair",ms0020_neg_4753,,,,,,,,http://www.geonames.org/5391959,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4753"
row:prev,,ms0020_neg_4744.tif,,Fred Amigo: Untitled,,Unprinted/unpublished,"Fred Amigo, on bench on patio #2 at California School of Fine Arts",ms0020_neg_4744,,,,,,,,http://www.geonames.org/5391960,,,,,,4 x 5 in,,,,,"Box 462, Folder 4744"
row:prev,,ms0020_neg_4743.tif,,"Fred Amigo on bench clasping knee, San Francisco",,Printed/published,"Fred Amigo, on bench on patio at California School of Fine Arts",ms0020_neg_4743,,,,,,,,http://www.geonames.org/5391960,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4743"
row:prev,,ms0020_neg_4742.tif,,"Fred Amigo leaning against wall, San Francisco",,Printed/published,"Fred Amigo, patio at C.S.F.A.",ms0020_neg_4742,,,,,,,,http://www.geonames.org/5391960,,,,1947,,4 x 5 in,,,,,"Box 462, Folder 4742"
,37 images,,George Jackson,"Fleeta Drumgo, San Quentin Prison",,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/no2002035270,http://www.geonames.org/5332881,,11/5/1970,11/5/1970,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_7003_18.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_18,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_15.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_15,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_05.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_05,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_36.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_36,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7004_02.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7004_02,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7004"
row:prev,,ms0020_neg_7003_35.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_35,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7004_01.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7004_01,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7004"
row:prev,,ms0020_neg_7003_25.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_25,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_23.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_23,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_10.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_10,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_09.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_09,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_34.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_34,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_07.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_07,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_19.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_19,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_03.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_03,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7004_06.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7004_06,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7004"
row:prev,,ms0020_neg_7004_03.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7004_03,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7004"
row:prev,,ms0020_neg_7003_08.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_08,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_06.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_06,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_14.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_14,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_02.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_02,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_04.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_04,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_20.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_20,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_17.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_17,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7004_05.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7004_05,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7004"
row:prev,,ms0020_neg_7003_31.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_31,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_12.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_12,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_11.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_11,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_01.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_01,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_13.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_13,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_32.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_32,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_16.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_16,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_22.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_22,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_33.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_33,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7003_24.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_24,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
row:prev,,ms0020_neg_7004_04.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7004_04,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7004"
row:prev,,ms0020_neg_7003_21.tif,,"Fleeta Drumgo, San Quentin Prison: Untitled",,Unprinted/unpublished,,ms0020_neg_7003_21,,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 7003"
,10 images,,George Jackson,George Jackson with attorney John Thorne at San Quentin Prison,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/n50027786;http://id.loc.gov/authorities/names/n85328903,http://www.geonames.org/5332881,,10/26/1970,10/26/1970,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_7001_03.tif,,"George Jackson talking with lawyer [John Thorne], San Quentin Prison",,Printed/published,,ms0020_neg_7001_03,,,,,,,,,,,,1970,,35 mm,,,,,"Box 467, Folder 7001"
row:prev,,ms0020_neg_7001_07.tif,,"George Jackson thumb under chin conferring with his lawyer [John Thorne], San Quentin Prison",,Printed/published,,ms0020_neg_7001_07,,,,,,,,,,,,1970,,35 mm,,,,,"Box 467, Folder 7001"
row:prev,,ms0020_neg_7001_08.tif,,"Lawyer [John Thorne] talking into George Jackson's ear, San Quentin Prison",,Printed/published,,ms0020_neg_7001_08,,,,,,,,,,,,1970,,35 mm,,,,,"Box 467, Folder 7001"
