parent,extent,collection,collectionCallNumber,masterFilename,series,title,description,accessionNumber,creator,subjectName,subjectPlace,subjectTopic,dateCreated,physicalFormat,physicalDescription,boxFolder,donorProvenance,rightsStatement,rightsHolder,accessRights,publisher,publisherHomepage,resourceType
,6 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","""STP USERS"" (sign), Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6706_21.tif,,"""STP USERS"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6706_21,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_20.tif,,"""STP users"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6706_20,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_31.tif,,"""STP users"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6706_31,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_25.tif,,"""STP users"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6706_25,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_12.tif,,"""STP users"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6704_12,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6706_26.tif,,"""STP users"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6706_26,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6702_25.tif,"Haight-Ashbury, 1967","""Straight Theater"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_25,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6703_13.tif,"Haight-Ashbury, 1967","""Strayed"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6703_13,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","""Super-"" (sign), Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6711_02.tif,,"""Super-"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6711_02,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_01.tif,,"""Super-"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6711_01,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6702_06.tif,"Haight-Ashbury, 1967","""Thank you for telling us we can now be free"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_06,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6712_13.tif,"Haight-Ashbury, 1967","""The real hippie"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6712_13,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","""This is an Orthodox"" (sign), Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6708_02.tif,,"""This is an Orthodox"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6708_02,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6708_01.tif,,"""This is an Orthodox"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6708_01,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6703_14.tif,"Haight-Ashbury, 1967","""This is David Lannon, 20 Sun. July 9"" (Sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6703_14,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6702_29.tif,"Haight-Ashbury, 1967","""WANT TO"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6702_29,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6712_10.tif,"Haight-Ashbury, 1967","""WAR"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6712_10,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6708_31.tif,"Haight-Ashbury, 1967","""We like your company"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6708_31,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","""WE WILL"" (sign), Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6702_08.tif,,"""WE WILL"" (sign), Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6702_08,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6702_07.tif,,"""WE WILL"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6702_07,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6712_05.tif,,"""WE WILL"" (sign): Untitled",Unprinted/unpublished,ms0020_neg_rmb-6712_05,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6709_36.tif,"Haight-Ashbury, 1967",Untitled,Unprinted/unpublished,ms0020_neg_rmb-6709_36,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
