workType,filename,parent,extent,collectionCallNumber,title,description,descriptionAddress,creator,contributor,dateCreatedDisplay,dateCreated,subjectTopic,subjectPlace,subjectName,language,resourceType,physicalFormat,physicalDescription,donorProvenance,masterFilename,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,itemCallNumber,boxFolder
work,ms0039_s10_06.tif,row:39,,,"Hotaling Building (later McHugh-Bianchi Market), 1553 Pacific Avenue (demolished in 1974): exterior","The McHugh-Bianchi Building, by LeBaron R. Olive, was built in 1886-1887.",1553 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Olive, LeBaron R., 1850-1942",1971,1971,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018207; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_06.tif,,,,,,,,MS39.S10.06,35mm slide call no.: N750A S034 CFH832 AC,
work,ms0039_s10_07.tif,row:39,,,"Hotaling Building (later McHugh-Bianchi Market), 1553 Pacific Avenue (demolished in 1974): exterior with other Pacific Avenue buildings","The McHugh-Bianchi Building, by LeBaron R. Olive, was built in 1886-1887.",1553 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Olive, LeBaron R., 1850-1942",1971,1971,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018207; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_07.tif,,,,,,,,MS39.S10.07,35mm slide call no.: N750A S034 CFH832 AD,
work,ms0039_s10_08.tif,row:39,,,"Pacific Garden Mall: view between Church Street and Walnut Street, with Rittenhouse buildings","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_08.tif,,,,,,,,MS39.S10.08,35mm slide call no.: P750A S034 B P117 DJ,
work,ms0039_s101_01.tif,row:39,,,"Pacific Garden Mall: view between Locust and Mission Streets, with store selling sports and news items","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s101_01.tif,,,,,,,,MS39.S101.01,35mm slide call no.: P750A S034 B P117 CR,
work,ms0039_s15_01.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior view","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1972,1972,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s15_01.tif,,,,,,,,MS39.S15.01,35mm slide call no.: N750A S034 IJC776 CG,
work,ms0039_m48_03.tif,row:39,,,"Pacific Garden Mall: view from above, from above, possibly atop the St. George Hotel, between Locust Street and Mission Street","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m48_03.tif,,,,,,,,MS39.M48.03,35mm slide call no.: P750A S034 B P117 EC,
work,ms0039_s15_02.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior with outside table area","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1973,1973,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s15_02.tif,,,,,,,,MS39.S15.02,35mm slide call no.: N750A S034 IJC776 GI,
work,ms0039_s15_03.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior with outside table area","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1973,1973,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s15_03.tif,,,,,,,,MS39.S15.03,35mm slide call no.: N750A S034 IJC776 GJ,
work,ms0039_s19_001.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior view","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1971,1971,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s19_001.tif,,,,,,,,MS39.S19.001,35mm slide call no.: N750A S034 IJC776 AB,
work,ms0039_m48_04.tif,row:39,,,"Pacific Garden Mall: view between Locust Street and Mission Street, with Horseman's Shop after facade work","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m48_04.tif,,,,,,,,MS39.M48.04,35mm slide call no.: P750A S034 B P117 DD,
work,ms0039_s19_02.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior view","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1971,1971,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s19_02.tif,,,,,,,,MS39.S19.02,35mm slide call no.: N750A S034 IJC776 CB,
work,ms0039_s19_03.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior view","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1971,1971,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s19_03.tif,,,,,,,,MS39.S19.03,35mm slide call no.: N750A S034 IJC776 CC,
work,ms0039_s19_04.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): exterior view","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Comstock, Nelson Allan, 1851-; Beck, Thomas",1969,1969,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s19_04.tif,,,,,,,,MS39.S19.04,35mm slide call no.: N750A S034 IJC776 AE,
work,ms0039_s19_05.tif,row:39,,,"Cooper House, formerly Santa Cruz County Courthouse #5, 110 Cooper Street (demolished after 1989 earthquake): drawing with flags, awnings","The Cooper House, designed by architects Comstock and Beck, was built 1894-1895.",110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85033547; http://vocab.getty.edu/aat/300021467; info:lc/authorities/subjects/sh85108620; Perspective drawings; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s19_05.tif,,,,,,,,MS39.S19.05,35mm slide call no.: N750A S034 IJC776 WB,
work,ms0039_s48_01.tif,row:39,,,"Pacific Garden Mall: view between Locust Street and Mission Street, Santa Cruz Hardware and Horseman's Shop","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s48_01.tif,,,,,,,,MS39.S48.01,35mm slide call no.: P750A S034 B P117 DG,
work,ms0039_s48_02.tif,row:39,,,"Pacific Garden Mall: view between Locust Street and Mission Street, with window shoppers at Horseman's Shop","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s48_02.tif,,,,,,,,MS39.S48.02,35mm slide call no.: P750A S034 B P117 DF,
work,ms0039_s48_03.tif,row:39,,,"Pacific Garden Mall: view between Locust Street and Mission Street, with Horseman's Shop prior to facade work","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s48_03.tif,,,,,,,,MS39.S48.03,35mm slide call no.: P750A S034 B P117 DE,
work,ms0039_s48_04.tif,row:39,,,"Hotel Alexander, 1415 Pacific Avenue, with Melvin's Drugs below: exterior","The building, designed by architect John B. Perry, was built in 1868, and remodeled ca. 1910.",1415 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Perry, John B.",1971,1971,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300111002; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s48_04.tif,,,,,,,,MS39.S48.04,35mm slide call no.: N750A S034 LNH832 AC,
work,ms0039_s48_05.tif,row:39,,,"Hotel Alexander, 1415 Pacific Avenue, with Melvin's Drugs below: exterior","The building, designed by architect John B. Perry, was built in 1868, and remodeled ca. 1910.",1415 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Perry, John B.",1971,1971,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300111002; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s48_05.tif,,,,,,,,MS39.S48.05,35mm slide call no.: N750A S034 LNH832 AD,
work,ms0039_s49_01.tif,row:39,,,Pacific Garden Mall: sidewalk view between Lincoln and Walnut Streets,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Lincoln Street and Walnut Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s49_01.tif,,,,,,,,MS39.S49.01,35mm slide call no.: P750A S034 B P117 EG,
work,ms0039_m48_07.tif,row:39,,,"Pacific Garden Mall: view between Church and Locust Streets, with central structures in front of Leask's","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Church Street and Locust Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m48_07.tif,,,,,,,,MS39.M48.07,35mm slide call no.: P750A S034 B P117 EK,
work,ms0039_s49_02.tif,row:39,,,"Trust Building (demolished after the 1989 earthquake), Pacific and Soquel Avenues: exterior","The building, designed by architect Edward Van Cleeck, was built ca. 1910.",Pacific Avenue and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Van Cleeck, Edward L.",1973,1973,info:lc/authorities/subjects/sh85028921; http://vocab.getty.edu/aat/300018146; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s49_02.tif,,,,,,,,MS39.S49.02,35mm slide call no.: P750A S034 CBT873 AC,
work,ms0039_s51_01.tif,row:39,,,"Salz Tannery (A.K. Salz Tannery, Inc.), 1040 River Street: exterior",The tannery was built in the 1870s and 1880s. Exterior (c. 1965-1975 photo),1040 River Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,approximately 1970,1970,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85065835; info:lc/authorities/subjects/sh91005587; info:lc/authorities/subjects/sh85046823; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85046823,http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s51_01.tif,,,,,,,,MS39.S51.01,35mm slide call no.: N750A S034 M S186 AC,
work,ms0039_s53_01.tif,row:39,,,"Pacific Avenue: facade between Locust and Mission Streets, Dr. B. Zwerling, Optometrist",,Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s53_01.tif,,,,,,,,MS39.S53.01,35mm slide call no.: P750A S034 BVP116 CF,
work,ms0039_s53_02.tif,row:39,,,"Pacific Avenue: Marcenaro's Little One, store facade between Walnut and Church Streets, with closed sign on door",,Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s53_02.tif,,,,,,,,MS39.S53.02,35mm slide call no.: P750A S034 BVP116 DF,
work,ms0039_s55_03.tif,row:39,,,"Saint George Hotel, 1520 Pacific Avenue (demolished after 1989 earthquake): exterior","The hotel was built ca. 1894, remodeled ca. 1912.",1520 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300107033; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s55_03.tif,,,,,,,,MS39.S55.03,35mm slide call no.: N750A S034 LNS059 AD,
work,ms0039_s56_03.tif,row:39,,,"Pacific Garden Mall: view between Water and Locust Streets, with street lighting and plantings, 1520 Pacific Avenue","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",1520 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s56_03.tif,,,,,,,,MS39.S56.03,35mm slide call no.: P750A S034 B P117 DC,
work,ms0039_s06_08.tif,row:39,,,"Pacific Garden Mall: view between Water and Locust Streets, with the old St. George Hotel Building, 1520 Pacific Avenue","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",1520 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s06_08.tif,,,,,,,,MS39.S06.08,35mm slide call no.: P750A S034 B P117 DB,
work,ms0039_s09_01.tif,row:39,,,"Williamson and Garrett Building (later Bookshop Santa Cruz), 1547 Pacific Avenue (demolished after the 1989 earthquake): exterior",The building was built ca. 1899.,1547 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1973,1973,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018207; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s09_01.tif,,,,,,,,MS39.S09.01,35mm slide call no.: N750A S034 CFW729 AC,
work,ms0039_s09_02.tif,row:39,,,Pacific Garden Mall: view between Locust and Water Streets,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Water Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s09_02.tif,,,,,,,,MS39.S09.02,35mm slide call no.: P750A S034 B P117 CO,
